RT @JPJets_Group: British Airways is getting ready to welcome back its first A380 aircraft in November and operate its biggest schedule sin…,0.25,positive
RT @AviationFox1: Taken by me at @HeathrowAirport back on 19th July 2021 is this @British_Airways 787-9 Dreamliner registered G-ZBKA. https…,0.0,neutral
"RT @airwaysmagazine: 🌍 #NEWS | This November, British Airways (@British_Airways) will welcome back its first A380 aircraft and launch its b…",0.2625,positive
"RT @AirlineFlyer: Good news, everyone! @British_Airways will return its A380s to the skies in November. Look for it on shorthaul familiaris…",0.7,positive
@united @British_Airways @airfrance @AFnewsroom @Captain_Sim @Qantas   soap selection ?  https://t.co/NSXj3GKiAF,0.0,neutral
"@FirstLadyKatty @British_Airways Also to side note, taking that convo to WhatsApp is just sus😪. Homie probably goog… https://t.co/f9RkWUkcsf",0.0,neutral
@emerald1910 @DailyMailUK @British_Airways Exactly! Doesn't  even matter if not  club! Even in economy! Get great s… https://t.co/XEhYQ3csIZ,0.525,positive
RT @DaveWallsworth: The news so many people have been waiting for. The mighty @British_Airways A380 is coming back 😄✈️ https://t.co/CePDCpJ…,0.3,positive
Good to see the BA A380s & pics of the  BAA350s but yday we flew on BA85 to Vancouver on a knackered 12 year old 77… https://t.co/kKAuz6dqkG,0.39999999999999997,positive
@British_Airways I contacted you 2 wks ago with a significant breach of GDPR that left me feeling a little unsafe.… https://t.co/Dz98QTQvUT,0.0625,positive
@DerekWa11794944 @British_Airways Change free at airport,0.4,positive
RT @manairport: Aircraft movement 📢   @British_Airways Airbus A320Neo #BABetterWorld livery is operating today's 14:00 flight to Manchester…,0.0,neutral
I would like my suitcase please @British_Airways It’s been 4 days since @united said it landed at Heathrow. WHY CAN’T YOU FIND IT?!,0.0,neutral
RT @flyingbeaver69: @emmrobinson @Flight_Refunds @CitizensAdvice @British_Airways @CommonsTrans @HuwMerriman @grantshapps I think you need…,0.0,neutral
RT @abhinavag17: @Flight_Refunds looking at the tweets about service quality of @British_Airways and people's consistent struggle. I sugges…,0.25,positive
@mikko747 @British_Airways @CommonsTrans @HuwMerriman @GavNewlandsSNP you need to pull @British_Airways up about th… https://t.co/MZN0ONb2Pw,0.0,neutral
Whatever you might think of @British_Airways their staff are amazing. They are helpful charming and solutions focus… https://t.co/wRfvkvC0A4,0.65,positive
@emmrobinson @Flight_Refunds @CitizensAdvice @British_Airways @CommonsTrans @HuwMerriman @grantshapps I think you n… https://t.co/94mUSdd6Pz,0.0,neutral
@Flight_Refunds looking at the tweets about service quality of @British_Airways and people's consistent struggle. I… https://t.co/zVFP45gusu,0.25,positive
RT @minaseville: @AmericanAir @British_Airways I need one of you to take responsibility for determining the voucher / refund amount of Book…,0.0,neutral
@AmericanAir @British_Airways I need one of you to take responsibility for determining the voucher / refund amount… https://t.co/i7c1Q9eV3f,0.0,neutral
"RT @RoosterPR: Now that the @British_Airways flight from the UK has resumed and the traffic light system is scrapped, Brits seeking winter…",0.4,positive
@DaveWallsworth @British_Airways Thank goodness. Now we need 747 to come back!!,0.0,neutral
