"RT @DublinAirport: Dubai has more than 300 days of sunshine per year and over 1,000km of coastline to enjoy.  ☀️🏖️  You can fly direct from…",0.45000000000000007,positive
"RT @DublinAirport: Did you know you can fly direct from Dublin Airport to Dubai, daily with @emirates?✈️  If you would like to win return f…",0.42500000000000004,positive
@emirates Any plans for YVR anytime soon?,0.0,neutral
RT @BR_Photographs: Better weather for today's photo of the beautiful @emirates A380 A6-EEU @expo2020dubai Livery shortly before touch down…,0.2986111111111111,positive
RT @DublinAirport: We have 2 return flights to Dubai with @emirates up for grabs for one lucky winner.  Who would you take with you if you…,0.3333333333333333,positive
@DublinAirport @emirates @zoe_mallaghan nah sorry we need this,-0.5,negative
"RT @DublinAirport: Fly direct from Dublin Airport to Dubai, daily with @emirates ✈️  For your chance to win 2 return flights to Dubai, simp…",0.42500000000000004,positive
"RT @DublinAirport: Breath-taking architecture, luxury shopping, beautiful beach resorts & a vibrant nightlife...  You can fly direct from D…",0.4791666666666667,positive
RT @DublinAirport: Dreaming of your next getaway?   How would you like to win return flights for 2 to Dubai with @emirates? ✈️  To be in wi…,0.4,positive
RT @manairport: Yesterday we were treated to the arrival of @emirates' new Airbus A380 @expo2020dubai livery 😍  Don't worry if you missed i…,0.13636363636363635,positive
RT @endaburke81: Arriving again at @manairport today is this @emirates @expo2020dubai @AirbusintheUK A380 from @DubaiAirports #avgeek #avia…,0.0,neutral
RT @TonyRobertsPho1: Managed to get down to @manairport to capture the stunning @emirates @AirbusintheUK A380 A6-EEU @expo2020dubai livery…,0.17222222222222222,positive
RT @Supersi1: Whilst the weather wasn't perfect it was amazing to see @emirates @AirbusintheUK A380-800 in the stunning @expo2020dubai live…,0.5590909090909091,positive
"RT @foxyknoxy99: Now THAT'S how you brighten up a grey, rainy lunchtime! @emirates A380 special livery arriving at @manairport earlier. #av…",0.10238095238095239,positive
RT @MT_Aviation: The incredible @emirates @AirbusintheUK A380 departing from @manairport yesterday on it's first visit since it's repaint i…,0.575,positive
