RT @RealCandaceO: Booked a flight from Nash to London for my family with @AmericanAir for 5000$ A week later they e-mail to say the flight…,0.0,neutral
"Non-stop from #Chicago to #Dallas, Texas (& vice versa) for only $97 roundtrip with @AmericanAir #Travel (Oct-Dec d… https://t.co/LoV5dLMFYZ",0.0,neutral
@AmericanAir B77W final runway 11! https://t.co/I2pelHc9EH,0.0,neutral
@RealCandaceO @AmericanAir They've been doing that since the plandemic started.,0.0,neutral
"@Logan_RTW @SpiritAirlines @AmericanAir Is this not standard? In New Zealand if you don't pay to select a seat, it… https://t.co/WYLB5vjv1p",0.06818181818181818,positive
@tmount @Delta @AmericanAir @SouthwestAir @united @JetBlue @BWI_Airport @JFKairport @LGAairport Commute. Those like… https://t.co/7oIkLeXq3F,0.0,neutral
@garyleff @AmericanAir But @AmericanAir only got $20 billion in cash from taxpayers. Can’t possibly refund....,0.0,neutral
@RealCandaceO @AmericanAir This is one of the reasons I will never fly @AmericanAir again.  I’m not giving them any more of my money,0.04999999999999999,positive
@zaberto @Delta @AmericanAir @SouthwestAir @united @JetBlue @BWI_Airport @JFKairport @LGAairport I feel like we at… https://t.co/pEOSIHYziW,0.0,neutral
RT @Cubs: The surprise of a lifetime. 💙  Thanks to @AmericanAir for inviting the @ULBGC65 out to a game at Wrigley Field with Hall-of-Famer…,-0.1,negative
RT @RealCandaceO: @RoshuaJogers @AmericanAir No. This is how much it costs to fly multiple people round trip to London from Nashville.   Fi…,0.2,positive
RT @RealCandaceO: @MSweetwood @AmericanAir Actually criminal. Would make sense if I had planned a trip for next year. The trip is this mont…,-0.2,negative
Dear @AmericanAir .. let’s get some tiger balm on this runways nuts! #dfw #yyc #covidtravel #merica https://t.co/gq0ljcZohz,0.0,neutral
"RT @RealCandaceO: It’s definitely legally theft. It would be like ordering a shoe from a store, being contacted and told “actually we don’t…",0.1,positive
"@bicoastalnomad @AmericanAir [Ahem]... Why do you think I fly @Delta? The wifi is reliable and getting faster, the… https://t.co/AqeWzCLyHb",0.8,positive
RT @RealCandaceO: @ChrisRDeShazer @AmericanAir It is legally theft. How could it possibly be legal to false advertise a flight? Mind you— t…,-1.850371707708594e-17,negative
@bicoastalnomad @AmericanAir If you need help hijacking wifi for free on AA flights lmk.  I tweeted at them multipl… https://t.co/sDO1X3teVk,0.4,positive
@RealCandaceO @AmericanAir Told us since they could get us close to Columbia they would only issue us a credit.  Ye… https://t.co/hdvy1HMNEI,0.0,neutral
@AmericanAir Phone number for them? Cause they don’t respond to emails.,0.0,neutral
@bicoastalnomad @AmericanAir Travel has gotten to be such a burden lately. By design??,-0.15,negative
@RealCandaceO @AmericanAir Same thing happened to my wife and me.  Booked a flight to Columbia Missouri Thanksgivin… https://t.co/OlGm6N6aXD,0.0,neutral
RT @MSWEsq: @Freedom21122112 @RealCandaceO @AmericanAir I am pretty certain states can mandate vaccines. We’ve done it for a century. The f…,0.23214285714285715,positive
